Contrato,Idade,Sexo,Valor_Renda,UF_Cliente,Perc_Juros,Prazo_Emprestimo,Data_Contratacao,Prazo_Restante,VL_Emprestimo,VL_Emprestimo_ComJuros,QT_Total_Parcelas_Pagas,QT_Total_Parcelas_Pagas_EmDia,QT_Total_Parcelas_Pagas_EmAtraso,Qt_Renegociacao,Estado_Civil,Escolaridade,Possui_Patrimonio,VL_Patrimonio,QT_Parcelas_Atraso,QT_Dias_Atraso,Saldo_Devedor,Total_Pago,Possivel_Fraude
322058030715,28,F,2000.00,RS,22.0000,190,2022-06-02,179,80000.00,92000.00,6,3,1,2,SOLTEIRO(A),Nenhum,N,0.00,8,225,96044.88,2640.02,Sim
322058033715,38,F,2500.00,BA,18.0000,90,2022-06-02,80,60000.00,69000.00,17,8,0,0,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,57913.60,14644.66,Nao
322058034715,23,M,3000.00,MG,24.0000,36,2022-06-02,36,15000.00,17250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,15,435,19037.93,536.55,Sim
322058035715,61,M,4200.00,SP,22.0000,200,2022-06-02,225,250000.00,287500.00,5,4,0,1,CASADO (A),Nenhum,N,0.00,12,344,303687.71,4928.51,Sim
322058038715,46,F,3000.00,PA,26.0000,240,2022-06-02,227,180000.00,207000.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,226837.01,2972.34,Sim
322058039715,59,F,4200.00,SP,23.0000,48,2022-06-10,35,6000.00,6900.00,5,4,0,1,SOLTEIRO(A),Nenhum,N,0.00,12,344,6809.34,801.31,Sim
322058042715,44,F,4000.00,MG,20.0000,90,2022-06-03,74,40000.00,46000.00,17,1,0,0,CASADO (A),NULL,N,0.00,0,NULL,39258.09,9926.99,Nao
322058043715,26,F,8000.00,GO,20.0000,90,2022-06-07,76,50000.00,57500.00,16,4,7,5,SOLTEIRO(A),Ensino Fundamental,N,0.00,0,NULL,49639.45,11833.98,Nao
322058045715,35,F,3500.00,PA,22.0000,180,2022-06-02,185,100000.00,115000.00,2,2,0,1,CASADO (A),NULL,N,0.00,15,435,122238.84,1088.80,Sim
322058046715,28,M,3000.00,SC,23.0000,200,2022-06-03,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,123852.58,370.00,Sim
322058047715,34,M,2800.00,PE,18.0000,80,2022-06-03,84,50000.00,57500.00,17,7,0,0,CASADO (A),NULL,N,0.00,0,NULL,46856.21,13525.22,Nao
322058049715,65,M,5200.00,SP,25.0000,80,2022-06-03,66,16000.00,18400.00,2,2,0,0,CASADO (A),NULL,N,0.00,14,406,19954.67,508.00,Sim
322058051715,30,M,4500.00,SP,17.0000,80,2022-06-02,64,60000.00,69000.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,69235.13,1380.00,Sim
322058052715,26,M,1500.00,SP,23.0000,200,2022-06-06,221,120000.00,138000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,148623.11,444.00,Sim
322058053715,29,M,1800.00,MA,23.0000,200,2022-06-02,221,130000.00,149500.00,17,12,3,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,152946.14,8710.09,Nao
322058054715,65,F,2000.00,RS,20.0000,100,2022-06-02,87,40000.00,46000.00,12,2,8,3,DIVORCIADO,NULL,N,0.00,0,NULL,42475.20,6579.19,Nao
322058055715,31,F,2000.00,BA,21.0000,80,2022-06-02,87,40000.00,46000.00,17,2,6,2,CASADO (A),Nenhum,N,0.00,0,NULL,30246.79,20281.29,Nao
322058057715,30,M,1640.00,SP,22.0000,80,2022-06-03,68,30000.00,34500.00,5,3,1,1,SOLTEIRO(A),NULL,N,0.00,12,344,35662.50,1379.71,Sim
322058058715,25,F,2000.00,MA,21.0000,80,2022-06-02,68,30000.00,34500.00,17,17,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,30416.27,6285.78,Nao
322058059715,65,F,1500.00,PA,21.0000,60,2022-06-03,49,18000.00,20700.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,22070.18,372.72,Sim
322058061715,48,M,3200.00,PE,23.0000,200,2022-06-17,221,150000.00,172500.00,17,5,0,1,DIVORCIADO,NULL,N,0.00,0,NULL,176564.97,10260.93,Nao
322058064715,46,M,2500.00,MG,18.0000,30,2022-06-09,16,9000.00,10350.00,2,1,0,0,CASADO (A),NULL,N,0.00,15,435,10324.86,723.62,Sim
322058065715,38,F,2000.00,MG,18.0000,20,2022-06-02,3,8000.00,9200.00,14,2,12,3,CASADO (A),NULL,N,0.00,2,41,2330.83,8050.10,Nao
322058068715,33,F,1500.00,CE,21.0000,48,2022-06-06,35,10000.00,11500.00,2,1,1,1,SOLTEIRO(A),NULL,N,0.00,15,435,11964.33,523.44,Sim
322058070715,38,F,5000.00,PR,26.0000,240,2022-06-02,227,200000.00,230000.00,2,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,15,435,253186.02,2201.74,Sim
322058071715,38,M,6000.00,SC,21.0000,40,2022-06-02,25,30000.00,34500.00,6,5,0,1,CASADO (A),NULL,N,0.00,11,315,32813.16,4538.34,Sim
322058073715,34,F,2300.00,SP,20.0000,100,2022-06-02,87,50000.00,57500.00,5,1,3,1,CASADO (A),Nenhum,N,0.00,11,315,57756.85,3156.96,Sim
322058074715,28,F,2500.00,GO,21.0000,80,2022-06-02,74,45000.00,51750.00,12,10,1,4,SOLTEIRO(A),NULL,N,0.00,2,103,48173.59,7220.84,Nao
322058075715,35,M,2500.00,PI,23.0000,200,2022-06-03,193,100000.00,115000.00,1,1,0,2,CASADO (A),Nenhum,N,0.00,16,468,124145.63,390.83,Sim
322058077715,49,M,2000.00,PE,21.0000,60,2022-06-02,43,7000.00,8050.00,17,12,1,1,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,6170.59,2717.57,Nao
322058079715,31,M,5000.00,SP,16.0000,60,2022-06-02,75,70000.00,80500.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,16,468,81641.74,1378.76,Sim
322058081715,31,M,4500.00,GO,21.0000,45,2022-06-06,31,12000.00,13800.00,17,9,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,9184.06,6017.53,Nao
322058082715,24,M,1200.00,MA,25.0000,75,2022-06-08,66,18000.00,20700.00,3,1,1,0,SOLTEIRO(A),Nenhum,N,0.00,14,406,22172.67,925.98,Sim
322058083715,27,M,3000.00,RJ,25.0000,80,2022-06-02,66,15000.00,17250.00,4,2,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,18264.85,965.32,Sim
322058087715,47,F,2162.40,SP,23.0000,200,2022-06-02,193,100000.00,115000.00,1,1,0,1,CASADO (A),NULL,N,0.00,16,468,123867.87,370.00,Sim
322058090715,42,M,5000.00,SP,16.0000,60,2022-06-02,75,70000.00,80500.00,1,1,0,0,CASADO (A),Nenhum,N,0.00,16,468,81641.74,1378.76,Sim
322058091715,37,M,3000.00,MG,18.0000,30,2022-06-03,19,15000.00,17250.00,15,2,4,3,CASADO (A),Nenhum,N,0.00,0,NULL,5823.03,12845.78,Nao
322058093715,34,F,2000.00,MG,23.0000,200,2022-06-02,193,100000.00,115000.00,5,3,1,1,SOLTEIRO(A),NULL,N,0.00,12,344,122327.32,1899.68,Sim
322058096715,23,M,2000.00,MS,28.0000,48,2022-06-02,36,10000.00,11500.00,3,1,1,0,SOLTEIRO(A),NULL,N,0.00,14,406,12561.77,837.29,Sim
322058098715,33,M,2500.00,SP,18.0000,30,2022-06-02,13,10000.00,11500.00,15,11,4,5,CASADO (A),NULL,N,0.00,1,11,4777.84,7813.50,Nao
322058102715,68,M,9000.00,SP,21.0000,50,2022-06-06,34,9000.00,10350.00,10,6,0,0,VIÚVO(A),Nenhum,N,0.00,7,194,8931.25,2349.48,Sim
322058108715,44,M,4000.00,MG,18.0000,100,2022-06-06,85,60000.00,69000.00,17,14,0,0,CASADO (A),Nenhum,N,0.00,0,NULL,59262.03,12984.05,Nao
322058109715,34,F,1500.00,PA,25.0000,80,2022-06-02,66,15000.00,17250.00,17,17,0,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,15001.89,4388.52,Nao
322058110715,21,M,2400.00,PB,28.0000,48,2022-06-10,36,10000.00,11500.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,13138.76,277.22,Sim
322058111715,39,M,3000.00,MA,20.0000,100,2022-06-02,87,40000.00,46000.00,13,1,7,4,SOLTEIRO(A),Nenhum,N,0.00,2,41,14721.47,36719.72,Nao
322058114715,47,F,1500.00,RJ,23.0000,200,2022-06-03,193,100000.00,115000.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,124177.57,390.83,Sim
322058116715,41,F,10000.00,BA,18.0000,100,2022-06-03,85,100000.00,115000.00,23,23,0,4,SOLTEIRO(A),NULL,N,0.00,0,NULL,16023.70,112018.38,Nao
322058117715,28,M,4000.00,RS,18.0000,100,2022-06-02,89,90000.00,103500.00,1,1,0,0,DIVORCIADO,NULL,N,0.00,16,468,106717.70,1071.00,Sim
322058118715,25,M,2000.00,PR,28.0000,48,2022-06-02,36,8000.00,9200.00,13,6,7,1,SOLTEIRO(A),NULL,N,0.00,4,103,7747.12,3103.71,Nao
322058120715,64,F,3000.00,CE,18.0000,100,2022-06-03,85,60000.00,69000.00,3,3,0,0,VIÚVO(A),NULL,N,0.00,14,406,69833.81,2178.00,Sim
322058124715,42,F,10000.00,SP,23.0000,200,2022-06-02,227,220000.00,253000.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,272312.97,1364.00,Sim
322058128715,20,M,3400.00,RJ,25.0000,80,2022-06-08,66,25000.00,28750.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,31608.35,396.88,Sim
322058134715,33,M,2500.00,RS,23.0000,200,2022-06-03,221,150000.00,172500.00,10,4,6,4,SOLTEIRO(A),NULL,N,0.00,6,162,180479.56,5970.10,Nao
322058137715,41,F,6500.00,PA,18.0000,90,2022-06-03,75,90000.00,103500.00,16,4,3,0,SOLTEIRO(A),NULL,N,0.00,1,11,88088.48,20377.39,Nao
322058139715,38,M,2500.00,RJ,18.0000,100,2022-06-20,85,70000.00,80500.00,1,0,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,82855.77,833.00,Sim
322058140715,37,M,4000.00,SP,23.0000,60,2022-06-03,46,10000.00,11500.00,17,5,4,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,8958.32,3815.66,Nao
322058142715,50,M,4000.00,MS,24.0000,36,2022-06-03,36,8000.00,9200.00,15,4,2,3,CASADO (A),Ensino Fundamental,N,0.00,0,NULL,2676.50,8167.00,Nao
322058144715,21,F,3200.00,PR,22.0000,80,2022-06-03,68,30000.00,34500.00,8,3,1,1,CASADO (A),Nenhum,N,0.00,9,251,34866.21,2261.98,Sim
322058146715,34,F,8200.00,RS,22.0000,200,2022-06-03,225,400000.00,460000.00,7,4,2,1,CASADO (A),Nenhum,N,0.00,10,284,483222.52,11523.08,Sim
322058147715,21,F,3200.00,PR,22.0000,80,2022-06-03,68,30000.00,34500.00,8,3,1,1,CASADO (A),Nenhum,N,0.00,9,251,34866.21,2261.98,Sim
322058148715,48,M,4000.00,SP,23.0000,200,2022-06-03,221,130000.00,149500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,161420.94,670.58,Sim
322058151715,26,M,6800.00,SC,20.0000,140,2022-06-03,129,250000.00,287500.00,17,16,0,1,CASADO (A),NULL,N,0.00,0,NULL,280948.10,24377.76,Nao
322058153715,23,F,4000.00,PR,22.0000,80,2022-06-03,68,30000.00,34500.00,5,3,2,2,SOLTEIRO(A),NULL,N,0.00,12,344,35740.05,1417.30,Sim
322058154715,23,F,4000.00,PR,22.0000,80,2022-06-03,68,30000.00,34500.00,5,3,2,2,SOLTEIRO(A),NULL,N,0.00,12,344,35740.05,1417.30,Sim
322058155715,50,M,6000.00,RJ,24.0000,25,2022-06-03,8,3000.00,3450.00,16,12,3,1,CASADO (A),NULL,N,0.00,1,11,1233.11,2806.66,Nao
322058157715,20,M,1800.00,MG,23.0000,200,2022-06-07,221,160000.00,184000.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,197572.26,1184.00,Sim
322058158715,24,M,1500.00,MG,20.0000,100,2022-06-20,84,40000.00,46000.00,17,2,3,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,40172.01,8812.24,Nao
322058159715,64,M,5000.00,SP,21.0000,45,2022-06-03,34,20000.00,23000.00,1,1,0,1,CASADO (A),NULL,N,0.00,16,468,24473.03,550.79,Sim
322058160715,28,M,8000.00,MG,21.0000,50,2022-06-03,34,20000.00,23000.00,15,9,0,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,11144.02,13996.02,Nao
322058163715,40,F,6928.56,PR,23.0000,200,2022-06-03,193,100000.00,115000.00,13,6,0,2,CASADO (A),NULL,N,0.00,0,NULL,119148.47,5241.67,Nao
322058164715,42,F,1800.00,PE,22.0000,190,2022-06-03,179,65000.00,74750.00,0,0,0,3,SOLTEIRO(A),NULL,N,0.00,17,498,80172.99,0.00,Sim
322058165715,47,F,15000.00,PE,14.0000,120,2022-06-03,143,150000.00,172500.00,5,1,1,4,SOLTEIRO(A),NULL,N,0.00,2,41,165412.20,7571.91,Nao
322058168715,50,M,4200.00,SP,18.0000,90,2022-06-03,75,90000.00,103500.00,4,2,2,1,DIVORCIADO,NULL,N,0.00,13,376,103231.85,4978.50,Sim
322058170715,36,F,6000.00,RS,24.0000,25,2022-06-06,8,3000.00,3450.00,17,9,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,1231.99,2808.50,Nao
322058174715,30,M,3521.00,PR,22.0000,170,2022-06-03,159,150000.00,172500.00,4,4,0,1,CASADO (A),NULL,N,0.00,13,376,182678.31,2700.40,Sim
322058176715,31,F,3100.00,SP,18.0000,30,2022-06-10,19,7000.00,8050.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,8300.04,280.00,Sim
322058178715,32,F,2211.23,PI,23.0000,60,2022-06-10,66,15000.00,17250.00,15,3,3,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,14034.70,5126.98,Nao
322058179715,27,M,8000.00,MG,21.0000,80,2022-06-03,68,50000.00,57500.00,17,11,1,0,SOLTEIRO(A),NULL,N,0.00,0,NULL,48037.54,13369.44,Nao
322058180715,52,M,3000.00,SP,23.0000,200,2022-06-03,221,200000.00,230000.00,2,1,0,2,SOLTEIRO(A),NULL,N,0.00,15,435,247686.31,1563.32,Sim
322058182715,27,F,2600.00,SC,23.0000,60,2022-06-03,46,14000.00,16100.00,5,2,3,1,CASADO (A),Nenhum,N,0.00,12,344,16211.99,1495.90,Sim
322058183715,49,F,2000.00,RJ,25.0000,200,2022-06-03,193,100000.00,115000.00,7,3,4,3,SOLTEIRO(A),NULL,N,0.00,10,315,123422.18,2838.36,Sim
322058184715,68,F,2800.00,PR,23.0000,200,2022-06-03,193,100000.00,115000.00,2,2,0,1,VIÚVO(A),Nenhum,N,0.00,15,435,123482.67,740.00,Sim
322058187715,63,F,7000.00,PE,24.0000,20,2022-06-06,4,3000.00,3450.00,7,3,4,3,SOLTEIRO(A),NULL,N,0.00,10,284,1980.71,2046.98,Nao
322058188715,64,M,6053.99,PI,25.0000,70,2022-06-03,66,16000.00,18400.00,17,7,0,0,CASADO (A),NULL,N,0.00,0,NULL,15385.09,5279.01,Nao
322058190715,24,F,5600.00,SP,22.0000,80,2022-06-03,68,35000.00,40250.00,9,1,6,1,SOLTEIRO(A),NULL,N,0.00,8,225,40277.66,2946.58,Sim
322058191715,28,M,3500.00,MS,22.0000,80,2022-06-10,68,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),Nenhum,N,0.00,16,468,36774.82,279.95,Sim
322058193715,82,M,4500.00,SP,20.0000,100,2022-06-03,87,40000.00,46000.00,2,2,0,0,CASADO (A),Nenhum,N,0.00,15,435,47723.21,968.00,Sim
322058195715,54,F,3000.00,SP,24.0000,36,2022-06-03,23,5000.00,5750.00,1,1,0,1,VIÚVO(A),NULL,N,0.00,16,468,6354.52,178.85,Sim
322058198715,75,F,1800.00,PA,24.0000,20,2022-06-03,13,4000.00,4600.00,15,5,2,2,DIVORCIADO,Ensino Fundamental,N,0.00,0,NULL,305.55,5131.36,Nao
322058200715,32,F,2450.00,MG,21.0000,48,2022-06-03,40,15000.00,17250.00,2,2,0,0,CASADO (A),NULL,N,0.00,15,435,17912.52,768.76,Sim
322058202715,65,M,2000.00,SP,20.0000,100,2022-06-03,87,30000.00,34500.00,16,12,4,0,CASADO (A),NULL,N,0.00,1,11,30506.73,6351.23,Nao
322058204715,30,M,1640.00,SP,22.0000,80,2022-06-03,68,30000.00,34500.00,14,5,5,4,SOLTEIRO(A),NULL,N,0.00,2,41,24388.27,12773.89,Nao
322058205715,54,F,7000.00,MG,24.0000,240,2022-06-03,225,350000.00,402500.00,3,2,1,3,SOLTEIRO(A),Nenhum,N,0.00,13,435,433527.00,5939.26,Sim
322058206715,31,M,1590.00,MG,18.0000,30,2022-06-06,16,10000.00,11500.00,16,1,14,3,CASADO (A),NULL,N,0.00,1,11,3607.12,8882.61,Nao
322058208715,28,M,12000.00,SP,18.0000,100,2022-06-03,85,100000.00,115000.00,12,8,4,1,SOLTEIRO(A),NULL,N,0.00,5,133,104984.84,15196.89,Sim
322058209715,29,F,3000.00,SP,22.0000,80,2022-06-03,68,40000.00,46000.00,12,2,2,2,CASADO (A),NULL,N,0.00,3,71,44857.87,4453.65,Nao
322058210715,67,F,1700.00,BA,22.0000,80,2022-06-10,68,40000.00,46000.00,14,7,6,2,SOLTEIRO(A),NULL,N,0.00,1,11,44107.74,5374.42,Nao
322058211715,35,F,1500.00,MG,22.0000,190,2022-07-01,179,60000.00,69000.00,15,12,0,0,OUTRO,NULL,N,0.00,1,71,68004.35,6563.32,Nao
322058215715,39,M,10000.00,SP,20.0000,140,2022-06-06,129,320000.00,368000.00,5,5,0,1,CASADO (A),NULL,N,0.00,12,344,379864.18,8294.86,Sim
322058216715,51,M,3500.00,MG,26.0000,240,2022-06-03,227,160000.00,184000.00,5,5,0,0,SOLTEIRO(A),Nenhum,N,0.00,12,344,199799.04,4501.87,Sim
322058217715,56,M,4000.00,SP,22.0000,80,2022-06-08,68,60000.00,69000.00,1,1,0,1,CASADO (A),NULL,N,0.00,16,468,73810.91,559.90,Sim
322058218715,32,F,2500.00,SP,18.0000,45,2022-06-03,45,30000.00,34500.00,1,1,0,0,SOLTEIRO(A),Nenhum,N,0.00,16,468,35815.09,806.03,Sim
322058219715,29,F,2000.00,BA,22.0000,190,2022-06-09,179,60000.00,69000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,73689.51,309.48,Sim
322058222715,43,M,2200.00,RJ,23.0000,60,2022-06-06,46,11000.00,12650.00,4,4,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,12983.98,925.88,Sim
322058223715,26,F,2600.00,MT,21.0000,36,2022-06-03,35,20000.00,23000.00,15,11,2,0,SOLTEIRO(A),NULL,N,0.00,2,41,14398.09,11014.58,Nao
322058224715,24,M,2000.00,MG,21.0000,50,2022-06-04,34,10000.00,11500.00,6,3,0,0,SOLTEIRO(A),Ensino Médio,N,0.00,11,315,10955.84,1531.74,Sim
322058225715,25,F,2500.00,SP,18.0000,70,2022-06-06,75,30000.00,34500.00,14,14,0,0,SOLTEIRO(A),NULL,N,0.00,3,71,28612.03,7585.18,Nao
322058226715,39,F,3500.00,RJ,22.0000,80,2022-06-03,68,30000.00,34500.00,17,14,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,32246.15,4736.55,Nao
322058227715,32,M,3500.00,GO,18.0000,60,2022-06-03,84,50000.00,57500.00,15,3,3,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,9393.05,40199.47,Nao
322058228715,27,M,3000.00,SC,22.0000,80,2022-06-06,68,30000.00,34500.00,1,1,0,2,SOLTEIRO(A),Nenhum,N,0.00,16,468,36754.02,273.75,Sim
322058230715,43,M,2600.00,MT,18.0000,35,2022-06-06,19,18000.00,20700.00,13,2,11,4,OUTRO,Nenhum,N,0.00,1,11,10837.85,11782.91,Nao
322058231715,19,M,1200.00,CE,25.0000,80,2022-06-03,66,20000.00,23000.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,16,468,25354.15,321.77,Sim
322058232715,45,M,4000.00,MA,18.0000,90,2022-06-03,89,100000.00,115000.00,6,5,1,0,SOLTEIRO(A),NULL,N,0.00,11,315,111648.13,8199.52,Sim
322058234715,31,M,1900.00,PI,18.0000,60,2022-06-03,75,30000.00,34500.00,14,6,0,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,21033.86,15853.59,Nao
322058235715,30,F,2500.00,MG,21.0000,80,2022-06-03,68,50000.00,57500.00,3,1,0,1,SOLTEIRO(A),NULL,N,0.00,14,406,59521.79,1818.75,Sim
322058236715,39,M,2300.00,PE,21.0000,60,2022-06-03,49,30000.00,34500.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,36596.45,621.20,Sim
322058237715,28,M,2500.00,RS,23.0000,200,2022-06-03,193,100000.00,115000.00,15,7,4,1,SOLTEIRO(A),NULL,N,0.00,2,41,118478.95,6034.51,Nao
322058240715,42,M,2500.00,MG,23.0000,200,2022-06-07,227,190000.00,218500.00,3,1,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,234462.13,2243.33,Sim
322058244715,46,F,3000.00,SP,23.0000,200,2022-06-03,227,135000.00,155250.00,15,11,3,4,SOLTEIRO(A),NULL,N,0.00,1,225,159393.14,8758.36,Nao
322058245715,25,F,5000.00,SC,22.0000,180,2022-06-03,175,100000.00,115000.00,4,1,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,120623.10,2732.80,Sim
322058246715,76,M,2650.00,SP,20.0000,100,2022-06-03,87,30000.00,34500.00,1,1,0,0,CASADO (A),NULL,N,0.00,16,468,36170.42,363.00,Sim
322058247715,51,M,1500.00,GO,23.0000,200,2022-06-07,221,130000.00,149500.00,17,9,0,1,CASADO (A),NULL,N,0.00,0,NULL,153022.98,8892.80,Nao
322058251715,28,F,1960.00,MG,20.0000,100,2022-06-06,87,30000.00,34500.00,15,13,2,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,23330.23,13506.93,Nao
322058252715,61,M,9800.00,GO,21.0000,60,2022-06-03,43,7000.00,8050.00,17,15,2,1,CASADO (A),NULL,N,0.00,0,NULL,6170.54,2657.38,Nao
322058254715,41,F,1500.00,BA,22.0000,190,2022-06-13,179,60000.00,69000.00,8,2,6,2,DIVORCIADO,NULL,N,0.00,9,251,71441.62,2646.35,Sim
322058256715,33,M,40000.00,SP,16.0000,120,2022-06-03,143,230000.00,264500.00,11,3,6,2,SOLTEIRO(A),NULL,N,0.00,3,71,249932.75,21045.90,Nao
322058258715,29,F,950.00,MA,21.0000,50,2022-06-07,34,15000.00,17250.00,6,1,5,3,OUTRO,NULL,N,0.00,9,251,12942.69,5968.29,Nao
322058259715,34,M,1300.00,PE,23.0000,60,2022-06-03,46,10000.00,11500.00,2,2,0,0,CASADO (A),NULL,N,0.00,15,435,12241.45,420.86,Sim
322058260715,47,M,3000.00,SC,22.0000,80,2022-06-03,68,30000.00,34500.00,7,7,0,2,CASADO (A),NULL,N,0.00,10,284,35007.00,1932.68,Sim
322058261715,43,F,1900.00,PI,22.0000,80,2022-06-06,68,30000.00,34500.00,1,1,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,36790.98,273.75,Sim
322058262715,55,M,4000.00,SP,20.0000,50,2022-06-03,68,30000.00,34500.00,4,4,0,0,SOLTEIRO(A),NULL,N,0.00,13,376,33856.70,2928.40,Sim
322058266715,44,M,5000.00,SP,23.0000,200,2022-06-10,221,200000.00,230000.00,1,1,0,2,CASADO (A),NULL,N,0.00,16,468,248291.25,781.66,Sim
322058267715,52,F,6000.00,PI,17.0000,140,2022-06-03,143,200000.00,230000.00,3,3,0,0,VIÚVO(A),NULL,N,0.00,13,376,231821.45,5056.80,Sim
322058268715,31,M,4000.00,MG,23.0000,36,2022-06-03,28,6000.00,6900.00,2,2,0,1,SOLTEIRO(A),NULL,N,0.00,15,435,7228.34,419.18,Sim
322058269715,26,M,2500.00,SE,18.0000,30,2022-06-03,16,10000.00,11500.00,17,14,2,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,5208.31,7321.15,Nao
322058271715,35,F,4000.00,MG,23.0000,36,2022-06-03,35,8000.00,9200.00,3,3,0,0,SOLTEIRO(A),NULL,N,0.00,14,406,9312.13,838.35,Sim
322058272715,25,F,3600.00,BA,18.0000,100,2022-06-03,85,80000.00,92000.00,2,2,0,1,SOLTEIRO(A),Nenhum,N,0.00,15,435,94148.42,1504.00,Sim
322058273715,44,F,12000.00,BA,14.0000,75,2022-06-10,59,200000.00,230000.00,17,1,1,2,SOLTEIRO(A),NULL,N,0.00,0,NULL,201788.10,30609.00,Nao
322058276715,58,M,2500.00,SP,23.0000,60,2022-06-03,46,10000.00,11500.00,17,8,0,2,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,8907.58,3882.78,Nao
322058277715,45,M,4119.00,RS,21.0000,55,2022-06-03,46,10000.00,11500.00,14,5,7,3,SOLTEIRO(A),NULL,N,0.00,1,11,7791.70,4950.98,Nao
322058278715,22,M,2500.00,MS,21.0000,60,2022-06-03,68,50000.00,57500.00,3,2,1,1,SOLTEIRO(A),NULL,N,0.00,14,406,59686.31,1830.75,Sim
322058279715,37,F,4500.00,MA,20.0000,100,2022-06-03,87,45000.00,51750.00,16,13,0,3,CASADO (A),Nenhum,N,0.00,0,NULL,15827.72,38963.59,Nao
322058280715,32,M,2030.00,SP,20.0000,100,2022-06-13,87,50000.00,57500.00,9,4,3,2,SOLTEIRO(A),NULL,N,0.00,8,315,55227.17,5854.73,Sim
322058281715,30,M,1800.00,RS,23.0000,200,2022-06-03,193,100000.00,115000.00,17,17,0,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,117709.98,6840.70,Nao
322058282715,26,F,4000.00,PR,23.0000,200,2022-06-09,221,240000.00,276000.00,4,3,0,1,SOLTEIRO(A),NULL,N,0.00,13,376,293467.04,4752.00,Sim
322058283715,42,M,8000.00,PR,20.0000,140,2022-06-03,129,500000.00,575000.00,1,1,0,1,CASADO (A),NULL,N,0.00,16,468,604555.91,2637.14,Sim
322058285715,31,M,2500.00,MG,18.0000,30,2022-06-03,19,14000.00,16100.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,16647.03,562.82,Sim
322058286715,32,M,2800.00,RS,23.0000,200,2022-06-03,227,200000.00,230000.00,16,2,1,1,SOLTEIRO(A),NULL,N,0.00,0,NULL,236160.09,12941.15,Nao
322058290715,30,M,2000.00,RJ,25.0000,80,2022-06-03,66,15000.00,17250.00,1,1,0,0,SOLTEIRO(A),NULL,N,0.00,16,468,19018.28,241.33,Sim
322058292715,48,M,6000.00,PB,18.0000,90,2022-06-03,80,100000.00,115000.00,14,2,5,3,SOLTEIRO(A),Nenhum,N,0.00,0,NULL,75407.71,47194.45,Nao
322058293715,32,F,5000.00,MA,18.0000,100,2022-06-03,85,90000.00,103500.00,5,3,0,1,CASADO (A),NULL,N,0.00,12,344,103500.00,4395.39,Sim
322058295715,43,M,8500.00,SP,20.0000,100,2022-06-06,84,30000.00,34500.00,14,4,10,4,CASADO (A),NULL,N,0.00,1,11,14428.83,22115.52,Nao
322058296715,22,M,2500.00,PB,12.0000,35,2022-06-06,20,25000.00,28750.00,13,6,6,4,SOLTEIRO(A),NULL,N,0.00,1,11,13318.58,14863.96,Nao
